Number,jid,owner,seq,scn,shot,dept,version,title,first_task,last_task,spool_time,start_time,stop_time,pause_time,num_tasks,num_done,num_ready,num_error,num_active,num_blocked,elapsed_secs,tid,title,state,ready_time,active_time,state_time,retry_count
,,,,,,,,,,,,,,,,,,,,,,66,Processing 1065-1065,done,2015-09-07 17:27:46.191+08,2015-09-07 17:53:47.180851+08,2015-09-07 18:01:50.527+08,0
,,,,,,,,,,,,,,,,,,,,,,67,Processing 1066-1066,done,2015-09-07 17:27:46.191+08,2015-09-07 17:54:49.912555+08,2015-09-07 18:02:46.409+08,0
,,,,,,,,,,,,,,,,,,,,,,68,Processing 1067-1067,done,2015-09-07 17:27:46.191+08,2015-09-07 17:56:33.937804+08,2015-09-07 18:09:59.535+08,0
,,,,,,,,,,,,,,,,,,,,,,69,Processing 1068-1068,done,2015-09-07 17:27:46.191+08,2015-09-07 17:56:41.365418+08,2015-09-07 18:04:18.917+08,0
,,,,,,,,,,,,,,,,,,,,,,70,Processing 1069-1069,done,2015-09-07 17:27:46.191+08,2015-09-07 17:56:46.516559+08,2015-09-07 18:05:05.915+08,0
,,,,,,,,,,,,,,,,,,,,,,71,Processing 1070-1070,done,2015-09-07 17:27:46.191+08,2015-09-07 17:56:53.645781+08,2015-09-07 18:07:31.023+08,0
,,,,,,,,,,,,,,,,,,,,,,72,Processing 1071-1071,done,2015-09-07 17:27:46.191+08,2015-09-07 18:00:21.006143+08,2015-09-07 18:08:02.363+08,0
,,,,,,,,,,,,,,,,,,,,,,73,Processing 1072-1072,done,2015-09-07 17:27:46.191+08,2015-09-07 18:00:22.965333+08,2015-09-07 18:08:42.415+08,0
,,,,,,,,,,,,,,,,,,,,,,74,Processing 1073-1073,done,2015-09-07 17:27:46.191+08,2015-09-07 18:00:41.723784+08,2015-09-07 18:11:08.14+08,0
,,,,,,,,,,,,,,,,,,,,,,75,Processing 1074-1074,done,2015-09-07 17:27:46.191+08,2015-09-07 18:01:50.541757+08,2015-09-07 18:09:16.873+08,0
,,,,,,,,,,,,,,,,,,,,,,76,Processing 1075-1075,done,2015-09-07 17:27:46.191+08,2015-09-07 18:02:46.427729+08,2015-09-07 18:10:06.898+08,0
,,,,,,,,,,,,,,,,,,,,,,77,Processing 1076-1076,done,2015-09-08 02:34:59.018+08,2015-09-08 07:51:38.539222+08,2015-09-08 08:07:39.133+08,1
,,,,,,,,,,,,,,,,,,,,,,78,Processing 1077-1077,done,2015-09-07 17:27:46.191+08,2015-09-07 18:03:26.23573+08,2015-09-07 18:20:56.189+08,0
,,,,,,,,,,,,,,,,,,,,,,79,Processing 1078-1078,done,2015-09-07 17:27:46.191+08,2015-09-07 18:04:18.931966+08,2015-09-07 18:11:48.365+08,0
,,,,,,,,,,,,,,,,,,,,,,80,Processing 1079-1079,done,2015-09-07 17:27:46.191+08,2015-09-07 18:04:43.869194+08,2015-09-07 18:19:38.416+08,0
,,,,,,,,,,,,,,,,,,,,,,81,Processing 1080-1080,done,2015-09-07 17:27:46.191+08,2015-09-07 18:05:05.925059+08,2015-09-07 18:13:10.343+08,0
,,,,,,,,,,,,,,,,,,,,,,82,Processing 1081-1081,done,2015-09-07 17:27:46.191+08,2015-09-07 18:07:31.036298+08,2015-09-07 18:17:08.43+08,0
,,,,,,,,,,,,,,,,,,,,,,83,Processing 1082-1082,done,2015-09-07 17:27:46.191+08,2015-09-07 18:08:02.37936+08,2015-09-07 18:15:20.706+08,0
,,,,,,,,,,,,,,,,,,,,,,84,Processing 1083-1083,done,2015-09-07 17:27:46.191+08,2015-09-07 18:08:42.422201+08,2015-09-07 18:16:15.87+08,0
,,,,,,,,,,,,,,,,,,,,,,85,Processing 1084-1084,done,2015-09-07 17:27:46.191+08,2015-09-07 18:09:16.887716+08,2015-09-07 18:16:31.286+08,0
,,,,,,,,,,,,,,,,,,,,,,86,Processing 1085-1085,done,2015-09-07 17:27:46.191+08,2015-09-07 18:09:59.542417+08,2015-09-07 18:17:41.887+08,0
,,,,,,,,,,,,,,,,,,,,,,87,Processing 1086-1086,done,2015-09-07 17:27:46.191+08,2015-09-07 18:10:06.91515+08,2015-09-07 18:18:09.476+08,0
,,,,,,,,,,,,,,,,,,,,,,88,Processing 1087-1087,done,2015-09-07 17:27:46.191+08,2015-09-07 18:11:08.154742+08,2015-09-07 18:20:13.177+08,0
