Number,jid,owner,seq,scn,shot,dept,version,title,first_task,last_task,spool_time,start_time,stop_time,pause_time,num_tasks,num_done,num_ready,num_error,num_active,num_blocked,elapsed_secs,tid,title,state,ready_time,active_time,state_time,retry_count
,,,,,,,,,,,,,,,,,,,,,,18,Processing 1017-1017,done,2015-10-10 16:32:42.289+08,2015-10-10 16:32:50.113152+08,2015-10-10 17:27:09.979+08,0
,,,,,,,,,,,,,,,,,,,,,,19,Processing 1018-1018,done,2015-10-10 16:32:42.289+08,2015-10-10 16:32:53.820975+08,2015-10-10 17:27:37.98+08,0
,,,,,,,,,,,,,,,,,,,,,,20,Processing 1019-1019,done,2015-10-10 16:32:42.289+08,2015-10-10 16:32:56.585138+08,2015-10-10 17:28:54.9+08,0
,,,,,,,,,,,,,,,,,,,,,,21,Processing 1020-1020,done,2015-10-10 16:32:42.289+08,2015-10-10 16:32:59.353566+08,2015-10-10 17:30:49.678+08,0
,,,,,,,,,,,,,,,,,,,,,,22,Processing 1021-1021,done,2015-10-11 13:20:48.554+08,2015-10-11 13:35:09.856133+08,2015-10-11 14:39:47.873+08,1
,,,,,,,,,,,,,,,,,,,,,,23,Processing 1022-1022,done,2015-10-11 13:20:48.554+08,2015-10-11 13:35:14.866789+08,2015-10-11 14:41:23.303+08,1
,,,,,,,,,,,,,,,,,,,,,,24,Processing 1023-1023,done,2015-10-10 16:32:42.289+08,2015-10-10 16:33:24.91527+08,2015-10-10 17:28:02.091+08,0
,,,,,,,,,,,,,,,,,,,,,,25,Processing 1024-1024,done,2015-10-10 16:32:42.289+08,2015-10-10 16:33:32.432794+08,2015-10-10 17:28:11.116+08,0
,,,,,,,,,,,,,,,,,,,,,,26,Processing 1025-1025,done,2015-10-11 13:20:48.554+08,2015-10-11 13:35:23.11147+08,2015-10-11 14:40:40.154+08,1
,,,,,,,,,,,,,,,,,,,,,,27,Processing 1026-1026,done,2015-10-18 03:58:31.337132+08,2015-10-18 03:58:41.346731+08,2015-10-18 04:48:01.234694+08,93
,,,,,,,,,,,,,,,,,,,,,,28,Processing 1027-1027,done,2015-10-10 16:32:42.289+08,2015-10-10 16:33:48.961466+08,2015-10-10 18:44:35.781+08,0
,,,,,,,,,,,,,,,,,,,,,,29,Processing 1028-1028,done,2015-10-10 16:32:42.289+08,2015-10-10 16:33:53.430967+08,2015-10-10 17:27:51.091+08,0
,,,,,,,,,,,,,,,,,,,,,,30,Processing 1029-1029,done,2015-10-11 13:20:48.554+08,2015-10-11 13:35:25.862951+08,2015-10-11 14:42:28.324+08,1
,,,,,,,,,,,,,,,,,,,,,,31,Processing 1030-1030,ready,2015-10-18 06:13:57.728+08,,2015-10-18 06:13:57.728+08,105
